Window,Available Observations,Missingness,Feature Variance,Sequence Length
24h,172,0.7892156862745098,39.93223658514493,200
48h,329,0.7984068627450981,56.032685082240064,200
6h,47,0.7696078431372549,7.482378333333334,35
12h,86,0.7892156862745098,13.59787668560606,35
24h,173,0.7879901960784313,18.385489551918333,35
6h,57,0.7205882352941176,6.738111666666666,51
12h,116,0.7156862745098039,10.040051082251084,51
24h,226,0.7230392156862745,3682.9737061394558,51
6h,26,0.8725490196078431,32.42166666666667,73
12h,53,0.8700980392156863,32.84811666666667,73
24h,132,0.8382352941176471,15.169258654576458,73
48h,280,0.8284313725490197,92.67588206849027,73
6h,30,0.8529411764705882,81.51888888888888,60
12h,99,0.7573529411764706,31.128332331821618,60
24h,234,0.7132352941176471,47.957010861427335,60
48h,469,0.7126225490196079,16007.468374852388,60
6h,38,0.8137254901960784,306.183615,22
12h,81,0.8014705882352942,248.9045263888889,22
6h,33,0.8382352941176471,177.78281208333334,16
6h,41,0.7990196078431373,9.080926666666665,30
12h,85,0.7916666666666666,6.1229618457300266,30
6h,54,0.7352941176470589,148.54999999999998,165
12h,91,0.7769607843137255,86.41675454545455,165
24h,176,0.7843137254901961,50.790034704755065,165
48h,343,0.789828431372549,63.21400393231971,165
6h,46,0.7745098039215687,87.81012407407407,30
12h,101,0.7524509803921569,168.67680466570468,30
6h,33,0.8382352941176471,25.39261277777778,42
12h,66,0.8382352941176471,25.758724797979795,42
24h,144,0.8235294117647058,26.49349954278813,42
6h,43,0.7892156862745098,3.266666666666667,90
12h,77,0.8112745098039216,23.611506926406925,90
24h,176,0.7843137254901961,22.54711973025449,90
48h,358,0.7806372549019608,930.7734490067011,90
6h,39,0.8088235294117647,28.604538888888886,23
12h,95,0.7671568627450981,27.455921742424245,23
6h,33,0.8382352941176471,9.916075,30
12h,76,0.8137254901960784,8.960068398268398,30
6h,43,0.7892156862745098,54.922038888888885,34
12h,75,0.8161764705882353,79.10442372294372,34
24h,159,0.8051470588235294,31.30167330361477,34
6h,39,0.8088235294117647,25.186111111111114,58
12h,77,0.8112745098039216,26.787952272727274,58
24h,174,0.7867647058823529,16.70070578612209,58
48h,336,0.7941176470588235,84.16489103963889,58
6h,37,0.8186274509803921,11.406944444444443,22
12h,81,0.8014705882352942,26.67233203463204,22
6h,56,0.7254901960784313,245.99311470588236,48
12h,119,0.7083333333333334,222.83334615384612,48
24h,189,0.7683823529411765,234.96818272085943,48
6h,44,0.7843137254901961,38.46044761904761,74
12h,97,0.7622549019607843,24.026799494949497,74
24h,189,0.7683823529411765,20.35696965493444,74
48h,339,0.7922794117647058,70.54133263816279,74
6h,71,0.6519607843137255,8.480376666666668,38
12h,117,0.7132352941176471,16.413508827404478,38
24h,245,0.6997549019607843,62.65250627895727,38
6h,57,0.7205882352941176,18.545238095238094,134
12h,96,0.7647058823529411,15.595175757575756,134
24h,187,0.7708333333333334,44.25944924403763,134
48h,369,0.7738970588235294,49.8750142975871,134
6h,27,0.8676470588235294,50.239506666666664,19
6h,60,0.7058823529411765,3.5948611111111113,118
12h,129,0.6838235294117647,14.836267757575758,118
24h,258,0.6838235294117647,11.432449666149068,118
48h,518,0.6825980392156863,34.42504387904181,118
6h,46,0.7745098039215687,47.80025714285715,31
12h,90,0.7794117647058824,26.76644621212121,31
6h,44,0.7843137254901961,33.482393333333334,27
12h,100,0.7549019607843137,26.61802353896104,27
6h,53,0.7401960784313726,19.82226666666667,16
6h,27,0.8676470588235294,42.466966666666664,101
12h,84,0.7941176470588235,9.841020012626261,101
24h,152,0.8137254901960784,67.63349942035111,101
48h,314,0.8075980392156863,116.21550583160725,101
6h,46,0.7745098039215687,16.212283333333332,22
12h,74,0.8186274509803921,15.940141212121214,22
6h,61,0.7009803921568627,343.86817916666655,47
12h,100,0.7549019607843137,177.34060928030303,47
24h,180,0.7794117647058824,95.92286788819875,47
6h,44,0.7843137254901961,57.344444444444456,76
12h,85,0.7916666666666666,60.49909335016835,76
24h,187,0.7708333333333334,45.752908959941024,76
48h,370,0.7732843137254902,48.44201826093249,76
6h,60,0.7058823529411765,525.7097777777777,23
12h,94,0.7696078431372549,419.879331635908,23
6h,39,0.8088235294117647,42.33809523809524,101
12h,78,0.8088235294117647,80.39925189393941,101
24h,211,0.741421568627451,32.67233097826087,101
48h,404,0.7524509803921569,32.183870690446774,101
6h,45,0.7794117647058824,32.738416666666666,169
12h,84,0.7941176470588235,48.641660757575764,169
24h,176,0.7843137254901961,356.22003995074977,169
48h,374,0.7708333333333334,72.72952725400255,169
6h,48,0.7647058823529411,87.82916666666668,40
12h,91,0.7769607843137255,77.82117727272728,40
24h,188,0.7696078431372549,109.30559147872587,40
6h,56,0.7254901960784313,44.22380952380952,73
12h,97,0.7622549019607843,57.586908677685955,73
24h,198,0.7573529411764706,27.800117191304352,73
48h,390,0.7610294117647058,43.461814405098444,73
6h,53,0.7401960784313726,24.398134848484855,173
12h,109,0.7328431372549019,15.6433085040885,173
24h,190,0.7671568627450981,18.82583107698223,173
48h,348,0.7867647058823529,91.71795956475259,173
6h,40,0.803921568627451,17.385572916666668,23
12h,101,0.7524509803921569,39.2132978219697,23
6h,27,0.8676470588235294,171.195334,22
12h,66,0.8382352941176471,166.44249777777776,22
6h,32,0.8431372549019608,20.752677222222225,24
12h,63,0.8455882352941176,18.600104040404045,24
6h,38,0.8137254901960784,103.81596458333334,148
12h,97,0.7622549019607843,30.004786268939398,148
24h,197,0.758578431372549,21.468953255599473,148
48h,406,0.7512254901960784,95.15269753639751,148
6h,0,1.0,,72
12h,21,0.9485294117647058,9.549999999999999,72
24h,106,0.8700980392156863,9.197875,72
48h,258,0.8419117647058824,33.2320349626376,72
6h,37,0.8186274509803921,40.572222222222216,31
12h,80,0.803921568627451,42.53972121212121,31
6h,50,0.7549019607843137,19.838969444444448,77
12h,112,0.7254901960784313,36.95220135667903,77
24h,224,0.7254901960784313,21.278676671205265,77
48h,441,0.7297794117647058,22.104156680521875,77
6h,51,0.75,75.36666666666666,83
12h,103,0.7475490196078431,30.92417195640617,83
24h,185,0.7732843137254902,33.89336499687955,83
48h,398,0.7561274509803921,36.02071785467901,83
6h,82,0.5980392156862745,130.41595362318841,41
12h,112,0.7254901960784313,131.89540026350463,41
24h,232,0.7156862745098039,2281.567966773647,41
6h,31,0.8480392156862745,36.025000000000006,45
12h,71,0.8259803921568627,83.02405025974026,45
24h,150,0.8161764705882353,55.70773244047619,45
6h,25,0.8774509803921569,6.726706666666667,277
12h,53,0.8700980392156863,14.55221022727273,277
24h,128,0.8431372549019608,41.8245442923019,277
48h,266,0.8370098039215687,270.74701136449204,277
6h,20,0.9019607843137255,27.789778333333334,44
12h,64,0.8431372549019608,29.874734722222218,44
24h,125,0.8468137254901961,35.07683912020311,44
6h,25,0.8774509803921569,7.710623333333333,29
12h,52,0.8725490196078431,17.00066111111111,29
6h,56,0.7254901960784313,9.283214583333333,91
12h,109,0.7328431372549019,54.5329621590909,91
24h,228,0.7205882352941176,182.10197049600202,91
48h,419,0.7432598039215687,641.5796374703472,91
6h,34,0.8333333333333334,103.33055555555556,187
12h,101,0.7524509803921569,27.639647362514026,187
24h,179,0.7806372549019608,19.51841367588933,187
48h,363,0.7775735294117647,32.07225331497427,187
6h,42,0.7941176470588235,32.74027777777778,17
6h,56,0.7254901960784313,17.75780487179487,63
12h,100,0.7549019607843137,11.908055128205127,63
24h,233,0.7144607843137255,1436.2083796370061,63
48h,483,0.7040441176470589,665.3744162213887,63
6h,70,0.6568627450980392,23.0022282051282,19
6h,61,0.7009803921568627,45.704791666666665,47
12h,109,0.7328431372549019,37.8609558080808,47
24h,188,0.7696078431372549,86.0832381706699,47
6h,59,0.7107843137254902,9.94234222222222,163
12h,98,0.7598039215686274,13.31405111111111,163
24h,176,0.7843137254901961,25.756615558888576,163
48h,378,0.7683823529411765,46.46340049017272,163
6h,52,0.7450980392156863,85.52048190476191,114
12h,89,0.7818627450980392,65.25972203856749,114
24h,170,0.7916666666666666,63.383664738128466,114
48h,353,0.7837009803921569,143.35653704425332,114
6h,56,0.7254901960784313,32.796102380952384,18
6h,43,0.7892156862745098,26.776851851851852,216
12h,80,0.803921568627451,17.601018518518522,216
24h,192,0.7647058823529411,15.104990938735181,216
48h,374,0.7708333333333334,36.527790990360714,216
6h,37,0.8186274509803921,23.183333333333334,57
12h,78,0.8088235294117647,22.99942861952862,57
24h,172,0.7892156862745098,41.22744180521571,57
6h,31,0.8480392156862745,12.61629777777778,80
12h,41,0.8995098039215687,16.352171164021165,80
24h,111,0.8639705882352942,12.147699058360187,80
48h,307,0.8118872549019608,70.27050406683111,80
6h,34,0.8333333333333334,20.720326666666665,41
12h,67,0.8357843137254902,22.183692045454542,41
24h,160,0.803921568627451,19.66205260094552,41
6h,83,0.5931372549019608,15.240223214285715,20
6h,0,1.0,,91
12h,12,0.9705882352941176,16.583333333333336,91
24h,77,0.9056372549019608,15.844273333333334,91
48h,234,0.8566176470588235,48.88477916053245,91
6h,42,0.7941176470588235,10.243583333333333,69
12h,69,0.8308823529411765,10.782941919191922,69
24h,133,0.8370098039215687,18.857573644864384,69
48h,237,0.8547794117647058,14.150534930253746,69
6h,32,0.8431372549019608,237.58158809523812,87
12h,69,0.8308823529411765,111.65123145743144,87
24h,159,0.8051470588235294,91.15790888790298,87
48h,322,0.8026960784313726,41.51456145954033,87
6h,45,0.7794117647058824,61.27333333333333,120
12h,76,0.8137254901960784,45.82732020202021,120
24h,140,0.8284313725490197,49.50882357487924,120
48h,279,0.8290441176470589,17.933675236845794,120
6h,74,0.6372549019607843,91.57054603174603,141
12h,118,0.7107843137254902,68.04714075757578,141
24h,220,0.7303921568627451,43.44640923634337,141
48h,419,0.7432598039215687,130.0244051687264,141
6h,87,0.5735294117647058,20.930175694444447,49
12h,174,0.5735294117647058,2878.519816628264,49
24h,339,0.5845588235294118,100966.7150664301,49
6h,32,0.8431372549019608,34.750657777777775,19
6h,38,0.8137254901960784,26.453333333333337,65
12h,59,0.8553921568627451,34.6974962962963,65
24h,125,0.8468137254901961,37.20263911255411,65
48h,287,0.8241421568627451,34.33121155851999,65
6h,60,0.7058823529411765,4.54507,64
12h,103,0.7475490196078431,10.244151941287878,64
24h,206,0.7475490196078431,13.594195990338164,64
48h,402,0.7536764705882353,107.11714146152487,64
6h,47,0.7696078431372549,8.645682121212122,27
12h,94,0.7696078431372549,6.210519595959596,27
6h,35,0.8284313725490197,6.4876661111111105,30
12h,68,0.8333333333333334,6.906254829545454,30
6h,27,0.8676470588235294,4.548333333333334,45
12h,54,0.8676470588235294,6.386757070707071,45
24h,125,0.8468137254901961,3.015087305965448,45
6h,39,0.8088235294117647,19.34189166666667,210
12h,96,0.7647058823529411,10.372629898989898,210
24h,195,0.7610294117647058,15.753830563540545,210
48h,370,0.7732843137254902,17.436875177658415,210
6h,61,0.7009803921568627,13.485245,33
12h,111,0.7279411764705882,26.382138383838384,33
6h,46,0.7745098039215687,27.956816666666665,146
12h,75,0.8161764705882353,20.014019675324676,146
24h,167,0.7953431372549019,86.59284189704647,146
48h,371,0.772671568627451,90.54380352273228,146
6h,56,0.7254901960784313,12.544585185185186,50
12h,114,0.7205882352941176,160.32435460317464,50
24h,236,0.7107843137254902,102.57419777762094,50
6h,49,0.7598039215686274,178.6201583333333,28
12h,91,0.7769607843137255,369.95192083333336,28
6h,33,0.8382352941176471,20.298477777777777,22
12h,81,0.8014705882352942,20.91317939393939,22
6h,34,0.8333333333333334,11.8871,42
12h,73,0.821078431372549,9.838297435897436,42
24h,158,0.8063725490196079,38.43648437198068,42
6h,56,0.7254901960784313,90.84815185185185,40
12h,107,0.7377450980392157,33.796522222222215,40
24h,181,0.7781862745098039,41.56038535353535,40
6h,42,0.7941176470588235,82.20513611111112,93
12h,99,0.7573529411764706,52.545573169191925,93
24h,182,0.7769607843137255,61.836059127647715,93
48h,361,0.7787990196078431,68.3586347967501,93
6h,77,0.6225490196078431,41.10049047619048,16
6h,32,0.8431372549019608,0.0,61
12h,45,0.8897058823529411,52.00006176470589,61
24h,112,0.8627450980392157,29.227629324175826,61
48h,284,0.8259803921568627,68.92632122960673,61
6h,91,0.553921568627451,8.025626811594204,73
12h,149,0.6348039215686274,7.991291853315766,73
24h,274,0.6642156862745098,29860.111312479,73
48h,522,0.6801470588235294,19740.023190805023,73
6h,49,0.7598039215686274,85.95833333333334,110
12h,87,0.7867647058823529,74.16643740530303,110
24h,186,0.7720588235294118,68.66168440750214,110
48h,370,0.7732843137254902,64.69993522205901,110
6h,56,0.7254901960784313,20.691666666666666,158
12h,104,0.7450980392156863,25.21798641098485,158
24h,191,0.7659313725490197,22.223678731248416,158
48h,374,0.7708333333333334,84.22367621354239,158
6h,44,0.7843137254901961,18.683007142857143,98
12h,99,0.7573529411764706,92.5173023989899,98
24h,178,0.7818627450980392,59.730225881642504,98
48h,374,0.7708333333333334,40.642652921206455,98
6h,26,0.8725490196078431,16.816916666666664,188
12h,50,0.8774509803921569,57.936454545454545,188
24h,149,0.8174019607843137,15.422223612891798,188
48h,325,0.8008578431372549,221.8961100907262,188
6h,41,0.7990196078431373,6.322645,24
12h,85,0.7916666666666666,6.723178598484848,24
6h,33,0.8382352941176471,32.92338194444444,42
12h,81,0.8014705882352942,37.955924242424246,42
24h,163,0.8002450980392157,47.3159999678404,42
6h,64,0.6862745098039216,35.60818166666667,47
12h,109,0.7328431372549019,56.71648198135199,47
24h,236,0.7107843137254902,241.18647115286754,47
6h,43,0.7892156862745098,29.746075333333334,19
6h,61,0.7009803921568627,39.221875,16
6h,40,0.803921568627451,18.153114285714288,36
12h,87,0.7867647058823529,24.775410858585857,36
24h,195,0.7610294117647058,67.42646589774557,36
6h,38,0.8137254901960784,30.379166666666666,27
12h,77,0.8112745098039216,25.662504734848483,27
6h,42,0.7941176470588235,23.409702380952382,25
12h,97,0.7622549019607843,23.25072396694215,25
6h,16,0.9215686274509803,19.8125,160
12h,48,0.8823529411764706,51.451518730158725,160
24h,112,0.8627450980392157,30.39264648123806,160
48h,235,0.8560049019607843,80.81235710466113,160
6h,27,0.8676470588235294,8.322724000000003,87
12h,60,0.8529411764705882,12.187916060606062,87
24h,141,0.8272058823529411,27.49177820675701,87
48h,291,0.8216911764705882,19.630237550150248,87
6h,50,0.7549019607843137,20.023681250000003,50
12h,99,0.7573529411764706,68.50166341414142,50
24h,248,0.696078431372549,721.6756732359128,50
6h,46,0.7745098039215687,13.529322916666667,80
12h,95,0.7671568627450981,6.352580808080807,80
24h,240,0.7058823529411765,16.391946929857582,80
48h,466,0.7144607843137255,17.609289292440497,80
6h,59,0.7107843137254902,27.530714102564104,41
12h,129,0.6838235294117647,61.52522009803923,41
24h,251,0.6924019607843137,61.22208268315717,41
6h,34,0.8333333333333334,114.29787142857143,22
12h,96,0.7647058823529411,52.156045083487946,22
6h,56,0.7254901960784313,54.31785714285714,25
12h,116,0.7156862745098039,34.36728222610722,25
6h,32,0.8431372549019608,63.687350476190495,20
6h,35,0.8284313725490197,10.868230555555556,83
12h,79,0.8063725490196079,27.169792045454546,83
24h,139,0.8296568627450981,342.86557693358395,83
48h,275,0.8314950980392157,199.93442743507927,83
6h,48,0.7647058823529411,17.86828125,19
6h,63,0.6911764705882353,26.308109375,128
12h,89,0.7818627450980392,58.16587274509804,128
24h,183,0.7757352941176471,46.897760428607334,128
48h,358,0.7806372549019608,40.768137579351716,128
6h,59,0.7107843137254902,171.0663313888889,24
12h,100,0.7549019607843137,146.29636877104377,24
6h,51,0.75,26.05,49
12h,112,0.7254901960784313,37.26487110881543,49
24h,274,0.6642156862745098,104.54806655309946,49
6h,28,0.8627450980392157,15.425741666666667,32
12h,56,0.8627450980392157,22.26616363636364,32
6h,52,0.7450980392156863,13.616400000000002,22
12h,80,0.803921568627451,20.168912755102042,22
6h,55,0.7303921568627451,76.83923333333334,17
6h,39,0.8088235294117647,141.44031904761908,61
12h,77,0.8112745098039216,80.02068437229437,61
24h,175,0.7855392156862745,61.07201197816677,61
48h,345,0.7886029411764706,59.47687882978724,61
6h,34,0.8333333333333334,34.75372142857143,48
12h,85,0.7916666666666666,41.809184090909085,48
24h,148,0.8186274509803921,63.79879095216377,48
6h,47,0.7696078431372549,4.675694444444445,22
12h,76,0.8137254901960784,30.700443232323234,22
6h,59,0.7107843137254902,39.07720769230769,34
12h,134,0.6715686274509803,50.97471068245481,34
24h,294,0.6397058823529411,46.087919869283546,34
6h,25,0.8774509803921569,5.65,76
12h,56,0.8627450980392157,26.54914155844156,76
24h,168,0.7941176470588235,43.84917918567321,76
48h,364,0.7769607843137255,98.03609852875041,76
6h,59,0.7107843137254902,7.9132380952380945,161
12h,108,0.7352941176470589,31.228096702317288,161
24h,208,0.7450980392156863,95.47127107847245,161
48h,395,0.7579656862745098,63.72606086440231,161
6h,45,0.7794117647058824,9.505118750000001,37
12h,99,0.7573529411764706,15.550835464015151,37
24h,205,0.7487745098039216,47.97456355637116,37
6h,32,0.8431372549019608,96.81774285714287,104
12h,77,0.8112745098039216,76.24672509469697,104
24h,167,0.7953431372549019,40.846964941909214,104
48h,327,0.7996323529411765,27.01844604604008,104
6h,63,0.6911764705882353,95.48482371794873,21
6h,24,0.8823529411764706,35.76120999999999,105
12h,57,0.8602941176470589,53.692518614718615,105
24h,151,0.8149509803921569,199.92045006734008,105
48h,331,0.7971813725490197,60.867802246833556,105
6h,24,0.8823529411764706,25.349999999999998,78
12h,71,0.8259803921568627,5.1534538461538455,78
24h,126,0.8455882352941176,4.897955381140599,78
48h,277,0.8302696078431373,13.545051222885084,78
6h,57,0.7205882352941176,37.6221,19
6h,55,0.7303921568627451,8.872222222222222,69
12h,89,0.7818627450980392,49.514292045454546,69
24h,185,0.7732843137254902,41.052150191040845,69
48h,359,0.7800245098039216,45.21583133924817,69
6h,32,0.8431372549019608,15.544134,29
12h,70,0.8284313725490197,8.24019383116883,29
6h,28,0.8627450980392157,10.575,26
12h,79,0.8063725490196079,8.432562424242423,26
6h,29,0.8578431372549019,23.1875,20
6h,70,0.6568627450980392,28.610798717948718,41
12h,116,0.7156862745098039,35.126755011655014,41
24h,235,0.7120098039215687,1928.948634098931,41
6h,54,0.7352941176470589,53.13217703703704,119
12h,89,0.7818627450980392,52.397322284752285,119
24h,166,0.7965686274509803,41.04971683686599,119
48h,333,0.7959558823529411,27.846017562812676,119
6h,40,0.803921568627451,22.7174,28
12h,101,0.7524509803921569,57.00904505050505,28
6h,31,0.8480392156862745,75.23967833333334,198
12h,77,0.8112745098039216,36.66175833333333,198
24h,139,0.8296568627450981,51.576488054300775,198
48h,273,0.8327205882352942,262.63347570106833,198
6h,38,0.8137254901960784,158.6888888888889,171
12h,99,0.7573529411764706,98.67511893939394,171
24h,182,0.7769607843137255,81.74893006038646,171
48h,380,0.7671568627450981,120.4956294581872,171
6h,40,0.803921568627451,14.172222222222222,24
12h,92,0.7745098039215687,32.24941848484849,24
6h,47,0.7696078431372549,28.613521212121213,49
12h,107,0.7377450980392157,50.88236648268399,49
24h,202,0.7524509803921569,19.545078917653445,49
6h,27,0.8676470588235294,50.43,131
12h,53,0.8700980392156863,102.8569409090909,131
24h,112,0.8627450980392157,96.40180873768743,131
48h,227,0.8609068627450981,85.33342398428584,131
6h,81,0.6029411764705882,109.81568104166666,31
12h,160,0.6078431372549019,232.93802920634917,31
6h,59,0.7107843137254902,17.00708333333333,23
12h,108,0.7352941176470589,70.1351012516469,23
6h,51,0.75,10.822114761904762,17
6h,26,0.8725490196078431,41.071506666666664,234
12h,55,0.8651960784313726,38.292794516594526,234
24h,133,0.8370098039215687,10.399893906455864,234
48h,262,0.8394607843137255,58.953074414051535,234
6h,25,0.8774509803921569,19.777777777777775,46
12h,44,0.8921568627450981,15.635892857142858,46
24h,46,0.9436274509803921,14.68140625,46
6h,49,0.7598039215686274,22.002839583333333,51
12h,107,0.7377450980392157,89.17927219251338,51
24h,227,0.7218137254901961,178.47200971851086,51
6h,55,0.7303921568627451,33.65000416666666,81
12h,101,0.7524509803921569,55.41503106060606,81
24h,223,0.7267156862745098,53.21757516109545,81
48h,437,0.7322303921568627,3238.5277364313606,81
6h,32,0.8431372549019608,7.663404444444446,41
12h,72,0.8235294117647058,10.071025126262628,41
24h,148,0.8186274509803921,170.62916325465838,41
6h,40,0.803921568627451,37.46969166666668,91
12h,110,0.7303921568627451,23.97101393939394,91
24h,190,0.7671568627450981,17.43687446021887,91
48h,371,0.772671568627451,81.58427311407394,91
6h,73,0.6421568627450981,57.547342105263155,81
12h,120,0.7058823529411765,61.933094870129864,81
24h,244,0.7009803921568627,65.93279213435373,81
48h,490,0.6997549019607843,64.61207113493914,81
6h,30,0.8529411764705882,6.622787333333333,18
6h,40,0.803921568627451,16.525,58
12h,76,0.8137254901960784,3.7213977777777782,58
24h,153,0.8125,107.18599455486545,58
48h,278,0.8296568627450981,250.78079790872619,58
6h,47,0.7696078431372549,25.852083333333336,50
12h,96,0.7647058823529411,41.303461323763955,50
24h,185,0.7732843137254902,29.6484589018216,50
6h,68,0.6666666666666666,2.4815814814814816,125
12h,117,0.7132352941176471,2.2116689772727276,125
24h,218,0.7328431372549019,2.607595027389579,125
48h,424,0.7401960784313726,13.921564424861044,125
6h,49,0.7598039215686274,45.73489722222222,192
12h,80,0.803921568627451,33.40194090909091,192
24h,137,0.8321078431372549,61.204802969266765,192
48h,257,0.8425245098039216,83.0095772902706,192
6h,59,0.7107843137254902,21.569304761904764,119
12h,103,0.7475490196078431,60.437700137741054,119
24h,215,0.7365196078431373,46.76480544125259,119
48h,438,0.7316176470588235,52.43243932316655,119
6h,56,0.7254901960784313,19.351302083333334,68
12h,98,0.7598039215686274,29.054340702479347,68
24h,169,0.7928921568627451,54.9008753940944,68
48h,315,0.8069852941176471,111.34197287821776,68
6h,39,0.8088235294117647,757.4326957142857,25
12h,81,0.8014705882352942,386.17817065359475,25
6h,41,0.7990196078431373,30.91507619047619,41
12h,81,0.8014705882352942,30.116718371212123,41
24h,185,0.7732843137254902,20.396414412238325,41
6h,29,0.8578431372549019,58.08057222222222,136
12h,46,0.8872549019607843,57.680534013605445,136
24h,112,0.8627450980392157,45.02482244897959,136
48h,274,0.8321078431372549,102.54527880598933,136
6h,40,0.803921568627451,20.264787333333334,101
12h,70,0.8284313725490197,16.952407449494945,101
24h,142,0.8259803921568627,99.25479438982498,101
48h,259,0.8412990196078431,127.8212998773225,101
6h,52,0.7450980392156863,8.09023076923077,92
12h,91,0.7769607843137255,13.882946775446776,92
24h,188,0.7696078431372549,29.43986769172856,92
48h,388,0.7622549019607843,19.51070019285946,92
6h,44,0.7843137254901961,64.56642857142857,243
12h,84,0.7941176470588235,45.455504166666664,243
24h,180,0.7794117647058824,59.786222756760154,243
48h,352,0.7843137254901961,120.81677503883864,243
6h,29,0.8578431372549019,31.516666666666662,202
12h,73,0.821078431372549,36.26571328463203,202
24h,178,0.7818627450980392,33.11229538371125,202
48h,357,0.78125,185.44896966779316,202
6h,27,0.8676470588235294,87.08333333333334,32
12h,57,0.8602941176470589,37.72855042087542,32
6h,53,0.7401960784313726,15.359089583333333,305
12h,90,0.7794117647058824,74.23440568181819,305
24h,181,0.7781862745098039,49.814602727900116,305
48h,337,0.7935049019607843,43.344496867578926,305
6h,58,0.7156862745098039,18.842857142857145,85
12h,94,0.7696078431372549,32.685624949494944,85
24h,166,0.7965686274509803,33.28534060386473,85
48h,338,0.7928921568627451,912.4859133682805,85
6h,29,0.8578431372549019,125.13645833333331,29
12h,84,0.7941176470588235,18.226538368983963,29
6h,40,0.803921568627451,251.37439166666667,36
12h,78,0.8088235294117647,128.97806308539944,36
24h,170,0.7916666666666666,118.05329754820936,36
6h,34,0.8333333333333334,24.322867222222225,21
6h,50,0.7549019607843137,55.31779583333333,134
12h,97,0.7622549019607843,54.26209755244756,134
24h,197,0.758578431372549,30.181506303249893,134
48h,398,0.7561274509803921,27.643888930292956,134
6h,32,0.8431372549019608,26.516666666666666,49
12h,74,0.8186274509803921,59.36628623737374,49
24h,159,0.8051470588235294,50.92886847938623,49
6h,30,0.8529411764705882,9.933333333333334,110
12h,67,0.8357843137254902,288.66033133116883,110
24h,151,0.8149509803921569,22198.12250445134,110
48h,308,0.8112745098039216,10185.10423684384,110
6h,73,0.6421568627450981,52.55996458333334,21
12h,101,0.7524509803921569,49.40098993055555,21
6h,45,0.7794117647058824,27.22416666666667,206
12h,84,0.7941176470588235,28.493173737373738,206
24h,186,0.7720588235294118,13.824193149391514,206
48h,410,0.7487745098039216,12.098757600596906,206
6h,18,0.9117647058823529,41.47083333333334,31
12h,43,0.8946078431372549,53.96565656565656,31
6h,50,0.7549019607843137,11.440760606060604,27
12h,97,0.7622549019607843,12.996498539238539,27
6h,58,0.7156862745098039,41.856406250000006,58
12h,100,0.7549019607843137,34.6747,58
24h,151,0.8149509803921569,35.13530243103302,58
48h,256,0.8431372549019608,91.19858579898727,58
6h,43,0.7892156862745098,144.4173462962963,51
12h,89,0.7818627450980392,160.81601385281385,51
24h,193,0.7634803921568627,105.34097636127518,51
6h,33,0.8382352941176471,74.36574333333333,37
12h,84,0.7941176470588235,281.7840961038961,37
24h,156,0.8088235294117647,135.39580339415116,37
6h,32,0.8431372549019608,181.43610888888887,182
12h,67,0.8357843137254902,205.27517108585857,182
24h,146,0.821078431372549,177.08943833850932,182
48h,299,0.8167892156862745,57.73758464582884,182
6h,41,0.7990196078431373,27.05833333333333,54
12h,77,0.8112745098039216,61.27682992424243,54
24h,187,0.7708333333333334,113.80728311387163,54
6h,32,0.8431372549019608,37.55127533333333,38
12h,68,0.8333333333333334,36.37940194805196,38
24h,173,0.7879901960784313,36.71997504275812,38
6h,51,0.75,16.138958333333335,24
12h,91,0.7769607843137255,283.70182482828284,24
6h,56,0.7254901960784313,184.75062499999999,58
12h,101,0.7524509803921569,82.29108582251082,58
24h,179,0.7806372549019608,53.527110265700486,58
48h,387,0.7628676470588235,114.85427008551315,58
6h,39,0.8088235294117647,73.25668571428572,52
12h,85,0.7916666666666666,65.55920734848486,52
24h,186,0.7720588235294118,33.932004646802476,52
6h,45,0.7794117647058824,22.688888888888886,55
12h,87,0.7867647058823529,17.10804903581267,55
24h,213,0.7389705882352942,11.326115522512913,55
6h,24,0.8823529411764706,11.524999999999999,115
12h,49,0.8799019607843137,42.49789606060607,115
24h,124,0.8480392156862745,18.299648926657884,115
48h,264,0.8382352941176471,41.15073550215628,115
6h,60,0.7058823529411765,42.82648333333333,33
12h,121,0.7034313725490197,30.278363989898995,33
6h,58,0.7156862745098039,28.773177499999996,46
12h,108,0.7352941176470589,41.99354763708513,46
24h,205,0.7487745098039216,606.7509479985157,46
6h,60,0.7058823529411765,40.827014166666665,105
12h,94,0.7696078431372549,41.719408333333334,105
24h,151,0.8149509803921569,25.023387642071985,105
48h,248,0.8480392156862745,56.955666181325306,105
6h,68,0.6666666666666666,10.808848484848484,19
6h,37,0.8186274509803921,34.80418380952381,21
6h,20,0.9019607843137255,52.873272222222226,199
12h,39,0.9044117647058824,42.442414285714285,199
24h,100,0.8774509803921569,33.44051101461039,199
48h,258,0.8419117647058824,55.14364437397077,199
6h,33,0.8382352941176471,21.463380476190476,30
12h,69,0.8308823529411765,17.974590412698415,30
6h,39,0.8088235294117647,22.99047619047619,146
12h,81,0.8014705882352942,61.854202356902356,146
24h,173,0.7879901960784313,86.0955169301713,146
48h,370,0.7732843137254902,240.18451932304455,146
6h,46,0.7745098039215687,2.4125133333333335,68
12h,113,0.7230392156862745,9.289380291638187,68
24h,204,0.75,37.94771108590876,68
48h,429,0.7371323529411765,159.91555814672327,68
6h,44,0.7843137254901961,19.99867692307692,41
12h,100,0.7549019607843137,18.133824444444446,41
24h,178,0.7818627450980392,16.87098951803752,41
6h,39,0.8088235294117647,69.06110238095238,73
